measure,location,sex,age,cause,rei,metric,year,val (lower to upper)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,1995,9.05 (3.54 to 15.98)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,1996,7.14 (2.12 to 13.66)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,1996,8.98 (3.50 to 16.45)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,1997,7.09 (2.10 to 14.00)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,1997,8.91 (3.28 to 16.25)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,1998,7.15 (2.07 to 14.08)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,1998,9.00 (3.37 to 16.47)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,1999,7.24 (2.02 to 14.18)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,1999,9.16 (3.35 to 17.02)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2000,7.56 (2.23 to 15.26)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2000,9.46 (3.45 to 17.28)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2001,7.81 (2.16 to 15.69)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2001,9.71 (3.39 to 17.67)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2002,8.00 (2.24 to 16.32)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2002,9.85 (3.52 to 17.64)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2003,8.69 (2.60 to 17.74)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2003,10.34 (3.77 to 18.77)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2004,9.04 (2.61 to 18.16)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2004,10.61 (3.71 to 19.05)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2005,8.99 (2.77 to 17.98)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2005,10.54 (3.81 to 19.33)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2006,8.35 (2.59 to 16.55)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2006,9.81 (3.49 to 17.57)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2007,8.27 (2.60 to 16.33)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2007,9.47 (3.34 to 17.03)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2008,8.37 (2.51 to 16.69)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2008,9.46 (3.42 to 16.84)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2009,8.61 (2.62 to 17.46)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2009,9.52 (3.38 to 17.45)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2010,8.77 (2.56 to 17.92)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2010,9.62 (3.47 to 17.71)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2011,8.71 (2.57 to 17.23)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2011,9.62 (3.37 to 17.59)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2012,8.63 (2.60 to 17.05)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2012,9.17 (3.32 to 17.45)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2013,8.64 (2.69 to 17.34)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2013,9.06 (3.41 to 17.13)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2014,8.48 (2.57 to 16.84)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2014,8.90 (3.17 to 16.21)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2015,8.37 (2.59 to 17.07)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2015,8.62 (3.10 to 15.98)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2016,8.33 (2.75 to 16.72)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2016,8.54 (3.00 to 15.79)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2017,8.23 (2.58 to 16.62)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2017,8.54 (3.16 to 16.20)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2018,8.13 (2.55 to 16.61)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2018,8.48 (3.09 to 15.38)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2019,8.14 (2.48 to 16.50)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2019,8.42 (3.02 to 15.65)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2020,8.19 (2.64 to 17.43)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2020,8.35 (3.04 to 15.26)
Deaths,China,Male,Age-standardized,All causes,Low physical activity,Rate,2021,8.22 (2.65 to 16.55)
Deaths,China,Female,Age-standardized,All causes,Low physical activity,Rate,2021,8.29 (2.90 to 16.00)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1990,27.40 (9.66 to 55.38)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1990,50.65 (19.90 to 90.15)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1991,27.55 (9.45 to 55.63)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1991,49.70 (20.46 to 87.31)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1992,27.60 (9.99 to 55.97)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1992,49.14 (19.65 to 85.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1993,27.82 (9.79 to 55.72)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1993,48.77 (19.79 to 84.52)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1994,27.80 (9.75 to 56.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1994,48.33 (19.89 to 81.44)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1995,28.09 (10.22 to 57.29)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1995,47.81 (19.79 to 82.07)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1996,28.23 (9.88 to 56.80)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1996,47.40 (20.01 to 82.03)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1997,28.26 (9.78 to 58.18)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1997,47.21 (19.50 to 81.32)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1998,28.72 (9.82 to 60.40)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1998,47.91 (20.52 to 82.66)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1999,29.28 (9.74 to 61.39)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,1999,49.13 (20.76 to 85.53)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2000,30.91 (10.21 to 65.66)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2000,51.27 (21.41 to 90.43)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2001,32.19 (10.28 to 65.99)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2001,53.11 (23.25 to 94.10)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2002,33.62 (10.59 to 69.38)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2002,55.08 (24.05 to 97.13)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2003,37.33 (11.84 to 77.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2003,59.19 (25.04 to 103.20)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2004,39.38 (12.96 to 79.20)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2004,61.41 (25.92 to 106.19)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2005,39.72 (12.79 to 80.58)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2005,61.71 (26.06 to 109.34)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2006,37.35 (12.38 to 75.01)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2006,58.07 (23.87 to 103.22)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2007,37.33 (12.17 to 76.81)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2007,56.49 (23.21 to 101.24)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2008,38.24 (12.33 to 77.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2008,57.08 (22.26 to 103.24)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2009,39.90 (12.91 to 83.02)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2009,58.14 (22.81 to 105.95)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2010,41.13 (13.24 to 87.39)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2010,59.55 (23.63 to 108.53)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2011,41.44 (13.16 to 85.86)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2011,60.75 (23.89 to 109.85)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2012,41.23 (12.81 to 85.53)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2012,58.23 (22.75 to 106.22)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2013,41.75 (13.94 to 83.67)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2013,58.40 (23.21 to 106.24)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2014,41.04 (14.08 to 79.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2014,57.20 (22.98 to 102.20)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2015,40.41 (13.49 to 79.50)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2015,54.94 (21.57 to 97.99)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2016,40.01 (13.10 to 75.81)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2016,53.73 (20.83 to 97.58)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2017,39.68 (12.98 to 77.69)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2017,53.48 (21.86 to 95.05)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2018,39.35 (13.23 to 78.48)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2018,53.03 (20.81 to 93.81)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2019,39.51 (13.79 to 80.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2019,52.35 (20.37 to 98.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2020,39.84 (14.02 to 83.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2020,51.84 (20.72 to 93.01)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2021,39.89 (13.55 to 80.83)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Ischemic heart disease,Low physical activity,Rate,2021,51.24 (20.08 to 94.75)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1990,57.99 (5.17 to 119.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1990,68.66 (16.65 to 132.28)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1991,57.68 (5.84 to 120.86)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1991,67.45 (15.69 to 132.69)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1992,57.73 (4.84 to 123.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1992,66.81 (16.85 to 130.54)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1993,57.67 (5.38 to 119.64)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1993,66.48 (16.39 to 131.49)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1994,56.93 (5.25 to 120.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1994,66.06 (15.63 to 129.73)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1995,56.97 (4.50 to 118.98)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1995,65.24 (15.38 to 129.51)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1996,56.41 (5.05 to 119.39)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1996,64.41 (14.39 to 124.85)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1997,55.56 (3.88 to 117.60)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1997,63.25 (13.54 to 122.70)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1998,55.53 (3.41 to 119.50)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1998,63.34 (12.47 to 123.59)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,1999,55.61 (2.25 to 119.23)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,1999,63.96 (12.39 to 129.08)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2000,57.19 (1.14 to 123.88)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2000,65.41 (11.76 to 130.72)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2001,58.23 (-0.02 to 124.20)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2001,65.90 (11.46 to 131.88)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2002,58.88 (-0.32 to 130.17)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2002,65.71 (11.68 to 134.18)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2003,61.15 (-3.84 to 134.79)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2003,67.08 (11.45 to 134.16)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2004,62.50 (-3.52 to 137.07)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2004,67.50 (10.78 to 135.26)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2005,61.50 (-5.34 to 136.91)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2005,65.78 (9.86 to 135.59)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2006,57.36 (-4.13 to 125.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2006,61.43 (9.99 to 123.84)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2007,55.95 (-4.84 to 119.25)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2007,58.93 (9.17 to 121.93)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2008,56.25 (-4.94 to 122.10)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2008,57.84 (7.87 to 117.32)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2009,57.15 (-5.08 to 125.66)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2009,57.22 (6.78 to 116.35)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2010,57.74 (-5.10 to 127.66)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2010,56.60 (5.92 to 117.72)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2011,57.51 (-2.97 to 130.17)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2011,55.80 (5.72 to 114.23)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2012,57.48 (-2.29 to 127.28)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2012,54.12 (7.20 to 112.34)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2013,57.07 (-2.43 to 124.06)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2013,52.91 (7.73 to 107.51)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2014,56.00 (-1.59 to 127.79)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2014,51.95 (6.73 to 109.65)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2015,55.46 (-0.39 to 124.68)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2015,50.99 (6.89 to 98.30)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2016,55.28 (-1.56 to 124.11)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2016,50.81 (6.54 to 105.18)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2017,54.69 (-1.07 to 123.13)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2017,50.81 (5.69 to 106.15)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2018,53.93 (-0.82 to 119.04)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2018,50.52 (6.99 to 102.61)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2019,53.83 (-0.06 to 120.62)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2019,50.36 (4.96 to 107.28)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2020,53.92 (-1.39 to 123.62)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2020,49.82 (5.96 to 104.12)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Stroke,Low physical activity,Rate,2021,54.00 (-0.65 to 126.22)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Stroke,Low physical activity,Rate,2021,49.77 (7.02 to 104.92)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1990,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1990,0.37 (0.08 to 0.85)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1991,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1991,0.38 (0.09 to 0.86)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1992,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1992,0.39 (0.09 to 0.87)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1993,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1993,0.39 (0.09 to 0.88)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1994,0.15 (0.04 to 0.32)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1994,0.39 (0.09 to 0.90)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1995,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1995,0.40 (0.09 to 0.90)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1996,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1996,0.39 (0.09 to 0.89)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1997,0.15 (0.03 to 0.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1997,0.38 (0.08 to 0.85)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1998,0.14 (0.03 to 0.29)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1998,0.36 (0.08 to 0.81)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1999,0.13 (0.03 to 0.28)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,1999,0.34 (0.08 to 0.78)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2000,0.13 (0.03 to 0.29)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2000,0.34 (0.08 to 0.76)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2001,0.14 (0.03 to 0.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2001,0.34 (0.08 to 0.76)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2002,0.14 (0.03 to 0.30)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2002,0.35 (0.08 to 0.77)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2003,0.15 (0.04 to 0.31)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2003,0.36 (0.08 to 0.78)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2004,0.16 (0.04 to 0.33)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2004,0.37 (0.08 to 0.80)
DALYs (Disability-Adjusted Life Years),China,Male,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2005,0.16 (0.04 to 0.34)
DALYs (Disability-Adjusted Life Years),China,Female,Age-standardized,Lower extremity peripheral arterial disease,Low physical activity,Rate,2005,0.37 (0.08 to 0.80)
